id,neg_bin,effected_words,neg_word,sen_negation,lab,sen,sen_tag,sen_tag_negation
280,0,[],,there is evid of short term efficaci  moder for pain and small for function  of opioid to treat clbp compar with placebo ,2,there is evid of short term efficaci  moder for pain and small for function  of opioid to treat clbp compar with placebo ,there is evid of short term efficaci  moder for pain and small for function  of opioid to treat clbp compar with placebo ,there is evid of short term efficaci  moder for pain and small for function  of opioid to treat clbp compar with placebo 
173,0,[],,this control studi show signific short term efficaci of carbamazepin for agit with general good safeti and toler ,2,this control studi show signific short term efficaci of carbamazepin for agit with general good safeti and toler ,this control studi show signific short term efficaci of carbamazepin for agit with general good safeti and toler ,this control studi show signific short term efficaci of carbamazepin for agit with general good safeti and toler 
599,0,[],,the present find indic that topiram is effect and safe and thus reinforc previous data suggest that topiram is a potenti use treatment for crack cocain depend ,2,the present find indic that topiram is effect and safe and thus reinforc previous data suggest that topiram is a potenti use treatment for crack cocain depend ,the present find indic that topiram is effect and safe and thus reinforc previous data suggest that topiram is a potenti use treatment for crack cocain depend ,the present find indic that topiram is effect and safe and thus reinforc previous data suggest that topiram is a potenti use treatment for crack cocain depend 
329,0,[],,the gps counsel for physic activ use the pace protocol influenc mediat and biometr outcom in an italian primari care context ,1,the gps counsel for physic activ use the pace protocol influenc mediat and biometr outcom in an italian primari care context ,the gps counsel for physic activ use the pace protocol influenc mediat and biometr outcom in an italian primari care context ,the gps counsel for physic activ use the pace protocol influenc mediat and biometr outcom in an italian primari care context 
1227,0,[],,among patient recent hospit with heart failur and reduc lvef  the use of liraglutid did not lead to greater posthospit clinic stabil ,0,among patient recent hospit with heart failur and reduc lvef  the use of liraglutid did not lead to greater posthospit clinic stabil ,among patient recent hospit with heart failur and reduc lvef  the use of liraglutid did not lead to greater posthospit clinic stabil ,among patient recent hospit with heart failur and reduc lvef  the use of liraglutid did not lead to greater posthospit clinic stabil 
588,0,[],,sit decreas the express of gm csf and il digit and reduc the inflammatori reaction in the tissu sampl of recurr nasal polyp ,2,sit decreas the express of gm csf and il digit and reduc the inflammatori reaction in the tissu sampl of recurr nasal polyp ,sit decreas the express of gm csf and il digit and reduc the inflammatori reaction in the tissu sampl of recurr nasal polyp ,sit decreas the express of gm csf and il digit and reduc the inflammatori reaction in the tissu sampl of recurr nasal polyp 
165,0,[],,the trial doe not indic an effect of daili digit mg oral dhea on fatigu and well be  and therefor dhea treatment is not recommend in unselect femal patient with quiescent sle ,0,the trial doe not indic an effect of daili digit mg oral dhea on fatigu and well be  and therefor dhea treatment is not recommend in unselect femal patient with quiescent sle ,the trial doe not indic an effect of daili digit mg oral dhea on fatigu and well be  and therefor dhea treatment is not recommend in unselect femal patient with quiescent sle ,the trial doe not indic an effect of daili digit mg oral dhea on fatigu and well be  and therefor dhea treatment is not recommend in unselect femal patient with quiescent sle 
542,0,[],,combin aerob and stretch exercis brought about signific therapeut effect on select cardiopulmonari paramet in femal bc survivor ,2,combin aerob and stretch exercis brought about signific therapeut effect on select cardiopulmonari paramet in femal bc survivor ,combin aerob and stretch exercis brought about signific therapeut effect on select cardiopulmonari paramet in femal bc survivor ,combin aerob and stretch exercis brought about signific therapeut effect on select cardiopulmonari paramet in femal bc survivor 
176,0,[],,dilut alcohol inject is a safe and effect treatment option for patient with morton neuroma who want to avoid a surgic procedur and ani associ complic ,2,dilut alcohol inject is a safe and effect treatment option for patient with morton neuroma who want to avoid a surgic procedur and ani associ complic ,dilut alcohol inject is a safe and effect treatment option for patient with morton neuroma who want to avoid a surgic procedur and ani associ complic ,dilut alcohol inject is a safe and effect treatment option for patient with morton neuroma who want to avoid a surgic procedur and ani associ complic 
107,0,[],,in addit  mani psychiatr disord  particular schizophrenia and major depress disord  mdd   have shown posit result when supplement ha been use a an adjunct to standard pharmacotherapi ,2,in addit  mani psychiatr disord  particular schizophrenia and major depress disord  mdd   have shown posit result when supplement ha been use a an adjunct to standard pharmacotherapi ,in addit  mani psychiatr disord  particular schizophrenia and major depress disord  mdd   have shown posit result when supplement ha been use a an adjunct to standard pharmacotherapi ,in addit  mani psychiatr disord  particular schizophrenia and major depress disord  mdd   have shown posit result when supplement ha been use a an adjunct to standard pharmacotherapi 
7,0,[],,in an unselect birth cohort  more than one in four child had wheez that persist from childhood to adulthood or that relaps after remiss ,1,in an unselect birth cohort  more than one in four child had wheez that persist from childhood to adulthood or that relaps after remiss ,in an unselect birth cohort  more than one in four child had wheez that persist from childhood to adulthood or that relaps after remiss ,in an unselect birth cohort  more than one in four child had wheez that persist from childhood to adulthood or that relaps after remiss 
28,0,[],,when we compar acupunctur with no treatment there appear to be a benefit from acupunctur  but acupunctur appear to be le effect than ht ,1,when we compar acupunctur with no treatment there appear to be a benefit from acupunctur  but acupunctur appear to be le effect than ht ,when we compar acupunctur with no treatment there appear to be a benefit from acupunctur  but acupunctur appear to be le effect than ht ,when we compar acupunctur with no treatment there appear to be a benefit from acupunctur  but acupunctur appear to be le effect than ht 
199,0,[],,long term mortal follow up show that patient with dyslipidemia benefit from begin treatment with gemfibrozil earli  especi if their dyslipidemia entail factor relat to the metabol syndrom ,2,long term mortal follow up show that patient with dyslipidemia benefit from begin treatment with gemfibrozil earli  especi if their dyslipidemia entail factor relat to the metabol syndrom ,long term mortal follow up show that patient with dyslipidemia benefit from begin treatment with gemfibrozil earli  especi if their dyslipidemia entail factor relat to the metabol syndrom ,long term mortal follow up show that patient with dyslipidemia benefit from begin treatment with gemfibrozil earli  especi if their dyslipidemia entail factor relat to the metabol syndrom 
725,0,[],,self manag educ could effect improv the symptom of primari dysmenorrhea and qualiti of life ,2,self manag educ could effect improv the symptom of primari dysmenorrhea and qualiti of life ,self manag educ could effect improv the symptom of primari dysmenorrhea and qualiti of life ,self manag educ could effect improv the symptom of primari dysmenorrhea and qualiti of life 
739,0,[],,this studi wa done in part that regist with japan pharmaceut inform center  number japiccti digit ,1,this studi wa done in part that regist with japan pharmaceut inform center  number japiccti digit ,this studi wa done in part that regist with japan pharmaceut inform center  number japiccti digit ,this studi wa done in part that regist with japan pharmaceut inform center  number japiccti digit 
734,0,[],,acupunctur method of  huoxu sanfeng  shugan jianpi   character with standard manipul criterion  can effect control morn blood pressur in patient with cerebr infract combin with essenti hypertens ,2,acupunctur method of  huoxu sanfeng  shugan jianpi   character with standard manipul criterion  can effect control morn blood pressur in patient with cerebr infract combin with essenti hypertens ,acupunctur method of  huoxu sanfeng  shugan jianpi   character with standard manipul criterion  can effect control morn blood pressur in patient with cerebr infract combin with essenti hypertens ,acupunctur method of  huoxu sanfeng  shugan jianpi   character with standard manipul criterion  can effect control morn blood pressur in patient with cerebr infract combin with essenti hypertens 
259,0,[],,metformin treatment in person at risk for diabet improv weight  lipid profil  and insulin resist  and reduc new onset diabet by digit  ,2,metformin treatment in person at risk for diabet improv weight  lipid profil  and insulin resist  and reduc new onset diabet by digit  ,metformin treatment in person at risk for diabet improv weight  lipid profil  and insulin resist  and reduc new onset diabet by digit  ,metformin treatment in person at risk for diabet improv weight  lipid profil  and insulin resist  and reduc new onset diabet by digit  
344,0,[],,compar with pravastatin  treatment with higher potenc statin  especi atorvastatin and simvastatin  might be associ with an increas risk of new onset diabet ,2,compar with pravastatin  treatment with higher potenc statin  especi atorvastatin and simvastatin  might be associ with an increas risk of new onset diabet ,compar with pravastatin  treatment with higher potenc statin  especi atorvastatin and simvastatin  might be associ with an increas risk of new onset diabet ,compar with pravastatin  treatment with higher potenc statin  especi atorvastatin and simvastatin  might be associ with an increas risk of new onset diabet 
682,0,[],,group f and group e demonstr similar fast motor recoveri  but the former caus le intraop pain than the latter ,2,group f and group e demonstr similar fast motor recoveri  but the former caus le intraop pain than the latter ,group f and group e demonstr similar fast motor recoveri  but the former caus le intraop pain than the latter ,group f and group e demonstr similar fast motor recoveri  but the former caus le intraop pain than the latter 
100,0,[],,behavior therapi result in greater patient satisfact and fewer bothersom incontin symptom than pessari at digit month  but differ did not persist to digit month ,1,behavior therapi result in greater patient satisfact and fewer bothersom incontin symptom than pessari at digit month  but differ did not persist to digit month ,behavior therapi result in greater patient satisfact and fewer bothersom incontin symptom than pessari at digit month  but differ did not persist to digit month ,behavior therapi result in greater patient satisfact and fewer bothersom incontin symptom than pessari at digit month  but differ did not persist to digit month 
332,0,[],,the rate of spontan passag of ureter stone doe vari with stone size and locat a determin by ct ,1,the rate of spontan passag of ureter stone doe vari with stone size and locat a determin by ct ,the rate of spontan passag of ureter stone doe vari with stone size and locat a determin by ct ,the rate of spontan passag of ureter stone doe vari with stone size and locat a determin by ct 
1406,0,[],,further research is need to determin how to sustain the substanti initi benefit ,1,further research is need to determin how to sustain the substanti initi benefit ,further research is need to determin how to sustain the substanti initi benefit ,further research is need to determin how to sustain the substanti initi benefit 
75,0,[],,the effect of black cohosh on other import outcom  such a health relat qualiti of life  sexual  bone health  night sweat and cost effect also warrant further investig ,1,the effect of black cohosh on other import outcom  such a health relat qualiti of life  sexual  bone health  night sweat and cost effect also warrant further investig ,the effect of black cohosh on other import outcom  such a health relat qualiti of life  sexual  bone health  night sweat and cost effect also warrant further investig ,the effect of black cohosh on other import outcom  such a health relat qualiti of life  sexual  bone health  night sweat and cost effect also warrant further investig 
191,0,[],,the subject who had more sever asthma  especi if it develop after the age of digit and wa associ with reduc expiratori flow   were femal  or had parent who had asthma were at an increas risk of have asthma a an adult ,0,the subject who had more sever asthma  especi if it develop after the age of digit and wa associ with reduc expiratori flow   were femal  or had parent who had asthma were at an increas risk of have asthma a an adult ,the subject who had more sever asthma  especi if it develop after the age of digit and wa associ with reduc expiratori flow   were femal  or had parent who had asthma were at an increas risk of have asthma a an adult ,the subject who had more sever asthma  especi if it develop after the age of digit and wa associ with reduc expiratori flow   were femal  or had parent who had asthma were at an increas risk of have asthma a an adult 
111,0,[],,older age  lower tobacco exposur  and lower lung function were the predictor of success in quit smoke ,1,older age  lower tobacco exposur  and lower lung function were the predictor of success in quit smoke ,older age  lower tobacco exposur  and lower lung function were the predictor of success in quit smoke ,older age  lower tobacco exposur  and lower lung function were the predictor of success in quit smoke 
1348,0,[],,there were no clinic meaning intervent effect for the adipos outcom ,0,there were no clinic meaning intervent effect for the adipos outcom ,there were no clinic meaning intervent effect for the adipos outcom ,there were no clinic meaning intervent effect for the adipos outcom 
745,0,[],,longitudin studi are need to verifi the long term effect of this approach ,1,longitudin studi are need to verifi the long term effect of this approach ,longitudin studi are need to verifi the long term effect of this approach ,longitudin studi are need to verifi the long term effect of this approach 
94,0,[],,the main overal find from this studi is that saffron may be of therapeut benefit in the treatment of mild to moder depress ,2,the main overal find from this studi is that saffron may be of therapeut benefit in the treatment of mild to moder depress ,the main overal find from this studi is that saffron may be of therapeut benefit in the treatment of mild to moder depress ,the main overal find from this studi is that saffron may be of therapeut benefit in the treatment of mild to moder depress 
278,0,[],,with care preoper evalu and patient select  resect of a symptomat interdigit neuroma through a dorsal approach can result in a high percentag of success result more than five year follow the procedur ,2,with care preoper evalu and patient select  resect of a symptomat interdigit neuroma through a dorsal approach can result in a high percentag of success result more than five year follow the procedur ,with care preoper evalu and patient select  resect of a symptomat interdigit neuroma through a dorsal approach can result in a high percentag of success result more than five year follow the procedur ,with care preoper evalu and patient select  resect of a symptomat interdigit neuroma through a dorsal approach can result in a high percentag of success result more than five year follow the procedur 
22,0,[],,bimanu pelvic examin ha mark limit for evalu adnexa  even with ideal circumst ,0,bimanu pelvic examin ha mark limit for evalu adnexa  even with ideal circumst ,bimanu pelvic examin ha mark limit for evalu adnexa  even with ideal circumst ,bimanu pelvic examin ha mark limit for evalu adnexa  even with ideal circumst 
1327,0,[],,ccd increas good qualiti embryo rate by down regul the express of ro protein in ovarian granulosa cell  and correct in vivo oxid stress ,2,ccd increas good qualiti embryo rate by down regul the express of ro protein in ovarian granulosa cell  and correct in vivo oxid stress ,ccd increas good qualiti embryo rate by down regul the express of ro protein in ovarian granulosa cell  and correct in vivo oxid stress ,ccd increas good qualiti embryo rate by down regul the express of ro protein in ovarian granulosa cell  and correct in vivo oxid stress 
21,0,[],,xuezhikang show a comprehens lipid regul effect and wa safe and effect in reduc cardiovascular event in chd patient complic by dyslipidemia ,2,xuezhikang show a comprehens lipid regul effect and wa safe and effect in reduc cardiovascular event in chd patient complic by dyslipidemia ,xuezhikang show a comprehens lipid regul effect and wa safe and effect in reduc cardiovascular event in chd patient complic by dyslipidemia ,xuezhikang show a comprehens lipid regul effect and wa safe and effect in reduc cardiovascular event in chd patient complic by dyslipidemia 
67,0,[],,the cdp wa a random  placebo control clinic trial of lipid modifi agent in men with previous myocardi infarct  mi  ,1,the cdp wa a random  placebo control clinic trial of lipid modifi agent in men with previous myocardi infarct  mi  ,the cdp wa a random  placebo control clinic trial of lipid modifi agent in men with previous myocardi infarct  mi  ,the cdp wa a random  placebo control clinic trial of lipid modifi agent in men with previous myocardi infarct  mi  
555,0,[],,smt cdigit wa well toler in pediatr dmd patient ,2,smt cdigit wa well toler in pediatr dmd patient ,smt cdigit wa well toler in pediatr dmd patient ,smt cdigit wa well toler in pediatr dmd patient 
773,0,[],,plan constraint should keep rectal vdigit below digit digit cm digit  ,1,plan constraint should keep rectal vdigit below digit digit cm digit  ,plan constraint should keep rectal vdigit below digit digit cm digit  ,plan constraint should keep rectal vdigit below digit digit cm digit  
58,0,[],,we found that soy isoflavon intak could lower the risk of breast cancer for both pre  and post menopaus woman in asian countri ,2,we found that soy isoflavon intak could lower the risk of breast cancer for both pre  and post menopaus woman in asian countri ,we found that soy isoflavon intak could lower the risk of breast cancer for both pre  and post menopaus woman in asian countri ,we found that soy isoflavon intak could lower the risk of breast cancer for both pre  and post menopaus woman in asian countri 
205,0,[],,increas level of pharmacolog acid suppress are associ with increas risk of nosocomi c difficil infect ,1,increas level of pharmacolog acid suppress are associ with increas risk of nosocomi c difficil infect ,increas level of pharmacolog acid suppress are associ with increas risk of nosocomi c difficil infect ,increas level of pharmacolog acid suppress are associ with increas risk of nosocomi c difficil infect 
517,0,[],,fewer patient respond to gdht than anticip ,1,fewer patient respond to gdht than anticip ,fewer patient respond to gdht than anticip ,fewer patient respond to gdht than anticip 
1328,0,[],,vegethon is a theori base  user inform mobil intervent that wa systemat develop use the idea framework ,1,vegethon is a theori base  user inform mobil intervent that wa systemat develop use the idea framework ,vegethon is a theori base  user inform mobil intervent that wa systemat develop use the idea framework ,vegethon is a theori base  user inform mobil intervent that wa systemat develop use the idea framework 
334,0,[],,furthermor  in the major of these patient  the elev blood pressur can be control or signific improv ,2,furthermor  in the major of these patient  the elev blood pressur can be control or signific improv ,furthermor  in the major of these patient  the elev blood pressur can be control or signific improv ,furthermor  in the major of these patient  the elev blood pressur can be control or signific improv 
358,0,[],,sever aspect of screen have been inadequ studi to determin optim method  includ which instrument to use  the age at which to screen  and which interv is most use ,1,sever aspect of screen have been inadequ studi to determin optim method  includ which instrument to use  the age at which to screen  and which interv is most use ,sever aspect of screen have been inadequ studi to determin optim method  includ which instrument to use  the age at which to screen  and which interv is most use ,sever aspect of screen have been inadequ studi to determin optim method  includ which instrument to use  the age at which to screen  and which interv is most use 
89,0,[],,blood pressur reduct from combin drug from these digit class can be predict on the basi of addit effect ,2,blood pressur reduct from combin drug from these digit class can be predict on the basi of addit effect ,blood pressur reduct from combin drug from these digit class can be predict on the basi of addit effect ,blood pressur reduct from combin drug from these digit class can be predict on the basi of addit effect 
384,0,[],,there is a need for further research to be perform with larg sampl size and well design rcts to ass clinic outcom ,1,there is a need for further research to be perform with larg sampl size and well design rcts to ass clinic outcom ,there is a need for further research to be perform with larg sampl size and well design rcts to ass clinic outcom ,there is a need for further research to be perform with larg sampl size and well design rcts to ass clinic outcom 
179,0,[],,we demonstr immedi improv in nippl pain and breastfeed score  despit a placebo effect on nippl pain ,2,we demonstr immedi improv in nippl pain and breastfeed score  despit a placebo effect on nippl pain ,we demonstr immedi improv in nippl pain and breastfeed score  despit a placebo effect on nippl pain ,we demonstr immedi improv in nippl pain and breastfeed score  despit a placebo effect on nippl pain 
1267,0,[],,more long term studi are thus warrant ,1,more long term studi are thus warrant ,more long term studi are thus warrant ,more long term studi are thus warrant 
647,0,[],,liberti will investig real world pad patient treat with endovascular revascular with rigor studi guidelin and independ oversight of outcom ,1,liberti will investig real world pad patient treat with endovascular revascular with rigor studi guidelin and independ oversight of outcom ,liberti will investig real world pad patient treat with endovascular revascular with rigor studi guidelin and independ oversight of outcom ,liberti will investig real world pad patient treat with endovascular revascular with rigor studi guidelin and independ oversight of outcom 
168,0,[],,trial evid that examin the effect of n digit pufa on depress mood is limit and is difficult to summar and evalu becaus of consider heterogen ,1,trial evid that examin the effect of n digit pufa on depress mood is limit and is difficult to summar and evalu becaus of consider heterogen ,trial evid that examin the effect of n digit pufa on depress mood is limit and is difficult to summar and evalu becaus of consider heterogen ,trial evid that examin the effect of n digit pufa on depress mood is limit and is difficult to summar and evalu becaus of consider heterogen 
663,0,[],,in a fast and glycogen reduc state ingest of a cho solut dure high intens exercis enhanc perform through stimul of insulin mediat glucos uptak ,2,in a fast and glycogen reduc state ingest of a cho solut dure high intens exercis enhanc perform through stimul of insulin mediat glucos uptak ,in a fast and glycogen reduc state ingest of a cho solut dure high intens exercis enhanc perform through stimul of insulin mediat glucos uptak ,in a fast and glycogen reduc state ingest of a cho solut dure high intens exercis enhanc perform through stimul of insulin mediat glucos uptak 
188,0,[],,locomotor activ in anim clear exhibit a circadian pattern and can be strong influenc by exogen melatonin ,1,locomotor activ in anim clear exhibit a circadian pattern and can be strong influenc by exogen melatonin ,locomotor activ in anim clear exhibit a circadian pattern and can be strong influenc by exogen melatonin ,locomotor activ in anim clear exhibit a circadian pattern and can be strong influenc by exogen melatonin 
1352,0,[],,the find support the use of dexmedetomidin in patient such a these ,1,the find support the use of dexmedetomidin in patient such a these ,the find support the use of dexmedetomidin in patient such a these ,the find support the use of dexmedetomidin in patient such a these 
6,0,[],,there is a real  immedi improv in breastfeed  detect by the mother  which is sustain and doe not appear to be due to a placebo effect ,1,there is a real  immedi improv in breastfeed  detect by the mother  which is sustain and doe not appear to be due to a placebo effect ,there is a real  immedi improv in breastfeed  detect by the mother  which is sustain and doe not appear to be due to a placebo effect ,there is a real  immedi improv in breastfeed  detect by the mother  which is sustain and doe not appear to be due to a placebo effect 
342,0,[],,atyp antipsychot drug may be associ with a small increas risk for death compar with placebo ,0,atyp antipsychot drug may be associ with a small increas risk for death compar with placebo ,atyp antipsychot drug may be associ with a small increas risk for death compar with placebo ,atyp antipsychot drug may be associ with a small increas risk for death compar with placebo 
333,0,[],,evid is insuffici to show the effect of relax techniqu a treatment for menopaus vasomotor symptom  or to determin whether this treatment is more effect than no treatment  placebo  acupunctur  superfici needl insert or pace respir ,1,evid is insuffici to show the effect of relax techniqu a treatment for menopaus vasomotor symptom  or to determin whether this treatment is more effect than no treatment  placebo  acupunctur  superfici needl insert or pace respir ,evid is insuffici to show the effect of relax techniqu a treatment for menopaus vasomotor symptom  or to determin whether this treatment is more effect than no treatment  placebo  acupunctur  superfici needl insert or pace respir ,evid is insuffici to show the effect of relax techniqu a treatment for menopaus vasomotor symptom  or to determin whether this treatment is more effect than no treatment  placebo  acupunctur  superfici needl insert or pace respir 
187,0,[],,the tempor distribut of plms  a well a the coupl of plms with the phase posit of circadian temperatur curv  suggest an involv of the circadian time system in the pathophysiolog of plmd ,1,the tempor distribut of plms  a well a the coupl of plms with the phase posit of circadian temperatur curv  suggest an involv of the circadian time system in the pathophysiolog of plmd ,the tempor distribut of plms  a well a the coupl of plms with the phase posit of circadian temperatur curv  suggest an involv of the circadian time system in the pathophysiolog of plmd ,the tempor distribut of plms  a well a the coupl of plms with the phase posit of circadian temperatur curv  suggest an involv of the circadian time system in the pathophysiolog of plmd 
114,0,[],,signific associ exist between dietari pattern identifi by factor analysi  the metabol syndrom  and insulin resist ,1,signific associ exist between dietari pattern identifi by factor analysi  the metabol syndrom  and insulin resist ,signific associ exist between dietari pattern identifi by factor analysi  the metabol syndrom  and insulin resist ,signific associ exist between dietari pattern identifi by factor analysi  the metabol syndrom  and insulin resist 
584,0,[],,for the assess of the specif effect of the baghira group train further and larger studi are requir ,1,for the assess of the specif effect of the baghira group train further and larger studi are requir ,for the assess of the specif effect of the baghira group train further and larger studi are requir ,for the assess of the specif effect of the baghira group train further and larger studi are requir 
747,0,[],,the studi found a statist signific valu for function  pain and align in patient who underw surgic treatment  compar with their status prior to surgeri ,1,the studi found a statist signific valu for function  pain and align in patient who underw surgic treatment  compar with their status prior to surgeri ,the studi found a statist signific valu for function  pain and align in patient who underw surgic treatment  compar with their status prior to surgeri ,the studi found a statist signific valu for function  pain and align in patient who underw surgic treatment  compar with their status prior to surgeri 
299,0,[],,there is evid demonstr favor effect compar to placebo  similar effect compar to nsaid  and with signific side effect includ decreas effect relat to habitu when use long term ,2,there is evid demonstr favor effect compar to placebo  similar effect compar to nsaid  and with signific side effect includ decreas effect relat to habitu when use long term ,there is evid demonstr favor effect compar to placebo  similar effect compar to nsaid  and with signific side effect includ decreas effect relat to habitu when use long term ,there is evid demonstr favor effect compar to placebo  similar effect compar to nsaid  and with signific side effect includ decreas effect relat to habitu when use long term 
1249,0,[],,laser assist hatch with quarter techniqu improv pregnanc and implant rate in poor prognosi patient ,2,laser assist hatch with quarter techniqu improv pregnanc and implant rate in poor prognosi patient ,laser assist hatch with quarter techniqu improv pregnanc and implant rate in poor prognosi patient ,laser assist hatch with quarter techniqu improv pregnanc and implant rate in poor prognosi patient 
337,0,[],,infant with a signific tongu tie that is interf with breast feed have shown an improv with breast feed follow frenotomi ,2,infant with a signific tongu tie that is interf with breast feed have shown an improv with breast feed follow frenotomi ,infant with a signific tongu tie that is interf with breast feed have shown an improv with breast feed follow frenotomi ,infant with a signific tongu tie that is interf with breast feed have shown an improv with breast feed follow frenotomi 
79,0,[],,howev  problem with standard and safeti concern may limit their applic in clinic practic ,1,howev  problem with standard and safeti concern may limit their applic in clinic practic ,howev  problem with standard and safeti concern may limit their applic in clinic practic ,howev  problem with standard and safeti concern may limit their applic in clinic practic 
30,0,[],,childhood adhd predict specif adult psychiatr disord  name antisoci and drug abus disord ,1,childhood adhd predict specif adult psychiatr disord  name antisoci and drug abus disord ,childhood adhd predict specif adult psychiatr disord  name antisoci and drug abus disord ,childhood adhd predict specif adult psychiatr disord  name antisoci and drug abus disord 
372,0,[],,simpl smoke cessat advic combin with spirometr test result in good digit year cessat rate  especi in subject with airway obstruct ,2,simpl smoke cessat advic combin with spirometr test result in good digit year cessat rate  especi in subject with airway obstruct ,simpl smoke cessat advic combin with spirometr test result in good digit year cessat rate  especi in subject with airway obstruct ,simpl smoke cessat advic combin with spirometr test result in good digit year cessat rate  especi in subject with airway obstruct 
343,0,[],,this risk should be consid within the context of medic need for the drug  efficaci evid  medic comorbid  and the efficaci and safeti of altern ,1,this risk should be consid within the context of medic need for the drug  efficaci evid  medic comorbid  and the efficaci and safeti of altern ,this risk should be consid within the context of medic need for the drug  efficaci evid  medic comorbid  and the efficaci and safeti of altern ,this risk should be consid within the context of medic need for the drug  efficaci evid  medic comorbid  and the efficaci and safeti of altern 
117,0,[],,high level of parent smoke in the home are associ with a reduct in health care contact for asthma ,0,high level of parent smoke in the home are associ with a reduct in health care contact for asthma ,high level of parent smoke in the home are associ with a reduct in health care contact for asthma ,high level of parent smoke in the home are associ with a reduct in health care contact for asthma 
309,0,[],,evid for routin prescript of an ace inhibitor in patient with diastol hf  dhf  is inconsist ,1,evid for routin prescript of an ace inhibitor in patient with diastol hf  dhf  is inconsist ,evid for routin prescript of an ace inhibitor in patient with diastol hf  dhf  is inconsist ,evid for routin prescript of an ace inhibitor in patient with diastol hf  dhf  is inconsist 
195,0,[],,while gtn appear to offer short term benefit up to digit month in the treatment of later epicondylosi  at digit year there doe not appear to be signific clinic benefit when compar with patient undertak a standard tendon rehabilit programm alon ,1,while gtn appear to offer short term benefit up to digit month in the treatment of later epicondylosi  at digit year there doe not appear to be signific clinic benefit when compar with patient undertak a standard tendon rehabilit programm alon ,while gtn appear to offer short term benefit up to digit month in the treatment of later epicondylosi  at digit year there doe not appear to be signific clinic benefit when compar with patient undertak a standard tendon rehabilit programm alon ,while gtn appear to offer short term benefit up to digit month in the treatment of later epicondylosi  at digit year there doe not appear to be signific clinic benefit when compar with patient undertak a standard tendon rehabilit programm alon 
24,0,[],,nitrofurantoin is activ transport into human milk  achiev concentr in milk great exceed those in serum ,2,nitrofurantoin is activ transport into human milk  achiev concentr in milk great exceed those in serum ,nitrofurantoin is activ transport into human milk  achiev concentr in milk great exceed those in serum ,nitrofurantoin is activ transport into human milk  achiev concentr in milk great exceed those in serum 
180,0,[],,this should provid convinc evid for those seek a frenotomi for infant with signfic ankyloglossia ,1,this should provid convinc evid for those seek a frenotomi for infant with signfic ankyloglossia ,this should provid convinc evid for those seek a frenotomi for infant with signfic ankyloglossia ,this should provid convinc evid for those seek a frenotomi for infant with signfic ankyloglossia 
727,0,[],,posit independ rebound tonometri  icar pro  accur measur iop in supin children eye postop in the presenc of intracamer air ,1,posit independ rebound tonometri  icar pro  accur measur iop in supin children eye postop in the presenc of intracamer air ,posit independ rebound tonometri  icar pro  accur measur iop in supin children eye postop in the presenc of intracamer air ,posit independ rebound tonometri  icar pro  accur measur iop in supin children eye postop in the presenc of intracamer air 
120,0,[],,sport activ in adolesc and young adult wa associ with an increas risk of sd  both in male and femal ,0,sport activ in adolesc and young adult wa associ with an increas risk of sd  both in male and femal ,sport activ in adolesc and young adult wa associ with an increas risk of sd  both in male and femal ,sport activ in adolesc and young adult wa associ with an increas risk of sd  both in male and femal 
345,0,[],,in a pool analysi of data from digit statin trial  intens dose statin therapi wa associ with an increas risk of new onset diabet compar with moder dose statin therapi ,0,in a pool analysi of data from digit statin trial  intens dose statin therapi wa associ with an increas risk of new onset diabet compar with moder dose statin therapi ,in a pool analysi of data from digit statin trial  intens dose statin therapi wa associ with an increas risk of new onset diabet compar with moder dose statin therapi ,in a pool analysi of data from digit statin trial  intens dose statin therapi wa associ with an increas risk of new onset diabet compar with moder dose statin therapi 
1343,0,[],,a high respons rate wa obtain and toler wa good ,2,a high respons rate wa obtain and toler wa good ,a high respons rate wa obtain and toler wa good ,a high respons rate wa obtain and toler wa good 
36,0,[],,patient subject report signific greater relief from symptom with debacterol than with kenalog in orabas or no treatment ,2,patient subject report signific greater relief from symptom with debacterol than with kenalog in orabas or no treatment ,patient subject report signific greater relief from symptom with debacterol than with kenalog in orabas or no treatment ,patient subject report signific greater relief from symptom with debacterol than with kenalog in orabas or no treatment 
1336,0,[],,further research is requir to replic the effect with more robust methodolog and power for sub group analysi includ socio econom status ,1,further research is requir to replic the effect with more robust methodolog and power for sub group analysi includ socio econom status ,further research is requir to replic the effect with more robust methodolog and power for sub group analysi includ socio econom status ,further research is requir to replic the effect with more robust methodolog and power for sub group analysi includ socio econom status 
1395,0,[],,more femal report poor sleep qualiti  and sleep qualiti wa invers relat to mental hrqol by digit month ,1,more femal report poor sleep qualiti  and sleep qualiti wa invers relat to mental hrqol by digit month ,more femal report poor sleep qualiti  and sleep qualiti wa invers relat to mental hrqol by digit month ,more femal report poor sleep qualiti  and sleep qualiti wa invers relat to mental hrqol by digit month 
671,0,[],,both tipranavir ritonavir use and high baselin alt level were associ with an increas risk of alt ,0,both tipranavir ritonavir use and high baselin alt level were associ with an increas risk of alt ,both tipranavir ritonavir use and high baselin alt level were associ with an increas risk of alt ,both tipranavir ritonavir use and high baselin alt level were associ with an increas risk of alt 
763,0,[],,the propos treatment is not le effect compar with the mcdonald trial ,2,the propos treatment is not le effect compar with the mcdonald trial ,the propos treatment is not le effect compar with the mcdonald trial ,the propos treatment is not le effect compar with the mcdonald trial 
