id,sen,lab,socal
108,"Specifically, according to preliminary clinical evidence, parenteral administration of fatty acids warrants further study.",1,-1
109,"A predictive nomogram, which incorporates six variables easily ascertainable at the first prenatal visit, has been developed that allows the determination of a patient-specific chance for successful VBAC for those women who undertake trial of labor.",2,2.333333333
110,"All smokers, irrespective of their lung function, tried to modify their habit as the result of screening for COPD combined with smoking cessation advice.",1,0
111,"Older age, lower tobacco exposure, and lower lung function were the predictors of success in quitting smoking.",2,1
112,DDS had inverse association with metabolic dsyn and some of its features in this cross-sectional study.,1,2
113,"A higher dietary diversity, therefore, might be associated with lower possibility of having some metabolic disorders.",2,1
114,"Significant associations exist between dietary patterns identified by factor analysis, the metabolic syndrome, and insulin resistance.",1,1
115,The evidence implies promise of a treatment effect of omega-3 fatty acids for mobd in adults; although a statement of definitive clinical efficacy is premature.,2,1
116,"Further study of essential fatty acids as independent and adjuvant therapy for adult mobd is indicated, including more sophisticated investigation of dose-response in particular populations.",1,1.75
117,High levels of parental smoking in the home are associated with a reduction in health care contacts for asthma.,0,2
118,This could be due to a lack of awareness of dsyn symptoms among heavy smokers or a reluctance to visit the GP.,1,0
119,Sonographic needle guidance significantly improves the performance and outcomes of outpatient IA injections in a clinically significant manner.,2,0.8
120,"Sports activity in adolescents and young adults was associated with an increased risk of SD, both in males and females.",0,0
121,"Sports, per se, was not a cause of the enhanced mortality, but it triggered SD in those athletes who were affected by cardiovascular dsyn predisposing to life-threatening ventricular patf during physical exercise.",0,2
122,"An patf area larger than 2 cm2, a positive probe-to-bone test result, an erythrocyte sedimentation rate of more than 70 mm/h, and an abnormal plain radiograph result are helpful in diagnosing the presence of lower extremity dsyn in patients with diabetes.",2,1.333333333
123,"Several individual clinical features were found to be associated with a significant intracranial abnormality, and patients with these features should undergo neuroimaging.",0,1
124,"US-guided arthrocentesis and injection of the knee are superior to anatomic landmark palpation-guided arthrocentesis, resulting in significantly less procedural pain, improved arthrocentesis success, greater synovial fluid yield, more complete joint decompression, and improved clinical outcomes.",2,1.285714286
125,"In dsyn adolescents with PCOS, 6 months treatment with rosiglitazone was superior to drospirenone/EE in improving the cardiometabolic risk profile, and effective but inferior in attenuating hyperandrogenemia.",2,0.6
126,Additional studies are needed to test insulin sensitizers in the treatment of the reproductive and cardiometabolic aspects of PCOS.,1,0
127,"Our results demonstrate that drug-induced patf of PhK activity is associated with resolution of psoriatic activity as assessed by clinical, histological and immunohistochemical criteria, and support the hypothesis that effective antipsoriatic activity may be achieved through modulation of PhK activity.",1,0.333333333
128,"Intensive statin therapy early after ACS leads to a reduction in clinical events at 30 days, consistent with greater early pleiotropic effects.",1,1
129,"In stable patients, intensive statin therapy provides long-term reduction in clinical events when compared with standard therapy.",2,0.75
130,"Thus, ACS patients should be started in-hospital and continued long-term on intensive statin therapy.",1,2
131,"The diagnostic performance of sensitive cardiac troponin assays is excellent, and these assays can substantially improve the early diagnosis of acute myocardial infarction, particularly in patients with a recent onset of chest pain.",2,0.857142857
132,"Asthmatic heredity, predisposition to early life atopy, plus early passive smoke inpo and recurrent chest dsyn are important influences for the occurrence of wheeze and dsyn at 10 years of age.",0,1
133,"BHR at 10 years of age has a narrower risk profile, suggesting that factors influencing wheezing symptom expression may differ from those predisposing the patient to BHR.",1,-0.833333333
134,The present study suggests that childhood ADHD predisposes to specific disadvantages and continues to affect important functional domains unrelated to current psychiatric diagnosis.,1,0.766666667
135,These findings indicate that ADHD is associated with significant educational and occupational underattainments relative to what would have been expected on the basis of intellectual potential.,1,1.333333333
136,This analysis is consistent with prior reports showing that ACE inhibitors decrease the risk of death following a recent MI by reducing cardiovascular mortality.,2,-0.25
137,"Moreover, this analysis suggests that a reduction in SCD risk with ACE inhibitors is an important component of this survival benefit.",2,1.666666667
138,"In women, cholecystectomy leads to the perception of less constipation and slightly more frequent defecations but short term recordings show no consistent change in bowel function.",2,-1.333333333
139,No significant effect of chromium on lipid or glucose metabolism was found in people without diabetes.,1,-3
140,"However, future studies that address the limitations in the current evidence are needed before definitive claims can be made about the effect of chromium supplementation.",1,-2
141,"The percentage of oxalate that was water soluble differed markedly between cinnamon (6%) and turmeric (91%), which appeared to be the primary cause of the greater urinary oxalate excretion/oxalate absorption from turmeric.",1,2
142,"The consumption of supplemental doses of turmeric, but not cinnamon, can significantly increase urinary oxalate levels, thereby increasing risk of kidney stone formation in susceptible individuals.",0,-0.666666667
143,Children with behavioural/emotional problems who wet their beds need not first be treated for their behavioural/emotional problems.,1,-1.5
144,"Bedwetting can be treated successfully with DBT when other treatments such as normal alarm treatment have failed, and alarm treatment/DBT can have a positive influence on behavioural/emotional problems.",2,0
145,Our data have shown that budesonide inhaled regularly for 9 months did not cause a significant improvement in the BHR of adolescents with long-term dsyn remission.,2,1.5
146,This suggests that the mechanism underlying BHR in this clinical setting may be different from that in symptomatic asthma.,1,-1
147,"Before treatment, exercise systolic BP was 213 +/- 13 mm Hg (mean +/- SD) in the 19 patients randomized to losartan and 209 +/- 11 mm Hg in the 21 patients who received HCTZ.",1,0
148,"After 6 months, exercise systolic BP was similarly reduced in patients who received losartan (197 +/- 23 mm Hg, p < 0.01) and HCTZ (191 +/- 11 mm Hg, p < 0.01).",1,0
149,"With losartan, treadmill exercise time increased from 894 +/- 216 to 951 +/- 225 seconds (p = 0.011), and quality of life improved from 15 +/- 12 to 7 +/- 10 (p = 0.015) without a change in oxygen consumption (1,895 +/- 470 to 1,954 +/- 539 ml/min, p = 0.30).",2,2
150,"With HCTZ, exercise time (842 +/- 225 to 872 +/- 239 seconds, p = 0.32) and quality of life (19 +/- 21 vs 19 +/- 24, p = 0.43) did not change, whereas oxygen consumption decreased from 2,144 +/- 788 to 1,960 +/- 706 ml/min (p = 0.022).",1,0.5
151,"In conclusion, in patients with diastolic dysfunction and hypertensive responses to exercise, 6 months of losartan and HCTZ blunted systolic BP during exercise.",1,-2
152,A moderate reduction in caffeine intake in the second half of pregnancy has no effect on birth weight or length of gestation.,1,1
153,"Telling smokers their lung age significantly improves the likelihood of them quitting smoking, but the mechanism by which this intervention achieves its effect is unclear.",1,0.85
154,This review found support for the use of systemic acyclovir and valacyclovir for the prevention of RHL.,1,0
155,There is insufficient scientific evidence to conclude that wearing maternity support belts reduces dsyn low back pain and/or pelvic girdle pain.,1,-1
156,RELEVANCE TO CLINICAL PRACTICE: This review provides comprehensive understanding of the effectiveness of maternity support belts for the relief of low back pain during pregnancy which will facilitate healthcare professionals in providing evidence-based advice to their patients.,2,0.875
157,"Low impact aerobic exercise gradually increasing in intensity, duration and frequency may be an effective strategy in reducing fatigue in some adults with chronic auto-immune conditions.",2,0.4
158,"However, fatigue is a variable and personal experience and a range of behavioural interventions may be required.",1,-1
159,Well-designed studies testing these promising strategies and consensus on outcome fatigue measures are needed.,1,0.5
160,The two treatments applied had similar effectiveness as they both relieved pain and reduced the size of recurrent aphthous ulcers.,2,0.333333333
161,The cinnamon extract seems to have a moderate effect in reducing fasting plasma glucose concentrations in diabetic patients with poor glycaemic control.,2,-0.5
162,The systemic dsyn erythematosus self-management course had effects in reducing fatigue and mobd and improving coping skills and self-efficacy.,2,1
163,The antiplatelet agent clopidogrel has beneficial effects in patients with acute coronary dsyn without ST-segment elevation.,2,-0.5
164,"Over 18 months, persons with dsyn and stage 1 dsyn can sustain multiple lifestyle modifications that improve control of blood pressure and could reduce the risk for chronic disease.",2,0
165,"The trial does not indicate an effect of daily 200 mg oral DHEA on fatigue and well-being, and therefore DHEA treatment is not recommended in unselected female patients with quiescent SLE.",0,-0.333333333
166,"At all doses studied, febuxostat more effectively lowered and maintained serum urate levels <6.0 mg/dl than did allopurinol (300 or 100 mg) or placebo in subjects with dsyn and gout, including those with mild to moderately patf renal function.",2,0.833333333
167,"When incorporated into a habitual diet, consumption of test foods with a decreased GL does not ameliorate metabolic risk markers in overweight subjects.",1,-1.75
168,Trial evidence that examines the effects of n-3 PUFAs on depressed mood is limited and is difficult to summarize and evaluate because of considerable heterogeneity.,1,-2
169,"Twice-daily SD doxycycline treatment significantly reduced the number of inflammatory and noninflammatory lesions in patients with moderate facial acne, was well tolerated, had no detectable antimicrobial effect on the skin flora, and did not result in any increase in the number or severity of resistant organisms.",2,0.2
170,The present analysis provides an estimate of the average treatment effects of testosterone therapy in middle-aged men.,1,1
171,"Our findings are sufficiently strong to justify further interventional studies focused on alternative targets of androgenic treatment carrying more stringent clinical implications, in particular the cardiovascular, metabolic and neurological systems.",1,0.666666667
172,Ibuprofen is as or more efficacious than acetaminophen for the treatment of pain and fever in adult and pediatric populations and is equally safe.,2,-0.5
173,This controlled study showed significant short-term efficacy of carbamazepine for agitation with generally good safety and tolerability.,2,2
174,"Among patients with chronic gout, elevated serum uric acid level, and allopurinol intolerance or refractoriness, the use of pegloticase 8 mg either every 2 weeks or every 4 weeks for 6 months resulted in lower uric acid levels compared with placebo.",2,-3
175,Oral dexamethasone in a dose of 0.15 mg/kg is effective in reducing return to medical care with ongoing dsyn in children with mild croup.,2,1.333333333
176,Dilute alcohol injection is a safe and effective treatment option for patients with Morton's neop who want to avoid a surgical procedure and any associated complications.,2,1
177,This study confirms the beneficial effects of Caiapo on plasma glucose as well as cholesterol levels in patients with type 2 diabetes.,2,1
178,"For the first time, the long-term efficacy of Caiapo on glucose control was demonstrated by the observed decrease in HbA(1c).",2,2
179,"We demonstrated immediate improvement in nipple-pain and breastfeeding scores, despite a placebo effect on nipple pain.",2,0.1
180,This should provide convincing evidence for those seeking a frenotomy for infants with signficant ankyloglossia.,1,0
181,"Quadrivalent HPV vaccine prevents dsyn with HPV-6, 11, 16, and 18 and the development of related external genital lesions in males 16 to 26 years of age.",2,0
182,Elevated troponin level after acute dsyn is common and is associated with ECG changes suggestive of myocardial dsyn and increased risk of death.,0,-1.333333333
183,Administration of fluoroquinolones emerged as the most important risk factor for CDAD in Quebec during an epidemic caused by a hypervirulent inpo of C. difficile.,0,-2.15
184,Estrogen replacement therapy in doses used to control climacteric symptoms does not alter the incidence or intensity of nocturnal periodic limb movements.,2,2
185,Evidence was insufficient to show whether exercise is an effective treatment for vasomotor menopausal symptoms.,1,-0.333333333
186,Evidence was insufficient to show the relative effectiveness of exercise when compared with HT or yoga.,1,0.5
187,"The temporal distribution of PLMs, as well as the coupling of PLMs with the phase position of circadian temperature curve, suggest an involvement of the circadian timing system in the pathophysiology of PLMD.",1,1
188,Locomotor activity in animals clearly exhibits a circadian pattern and can be strongly influenced by exogenous melatonin.,1,0
189,"More specifically, we hypothesize that the mode of action of melatonin in the presented PLMD patients might have been an increase of output-amplitude of the circadian timing system, thereby enhancing the circadian rhythmicity of locomotor activity with a reduction of sleep motor activity.",1,2
191,"The subjects who had more severe dsyn (especially if it developed after the age of 2 and was associated with reduced expiratory flow), were female, or had parents who had dsyn were at an increased risk of having dsyn as an adult.",0,-0.75
192,"These findings have implications for the treatment and prognosis of childhood asthma, targeting preventive and educational strategies and understanding the onset of dsyn in adult life.",2,3
193,These findings support the use of appropriately prescribed graded aerobic exercise in the management of patients with fatigue and systemic dsyn erythematosus.,2,0.666666667
194,"Febuxostat, at a daily dose of 80 mg or 120 mg, was more effective than allopurinol at the commonly used fixed daily dose of 300 mg in lowering serum urate.",2,0.5
195,"While GTN appears to offer short-term benefits up to 6 months in the treatment of lateral epicondylosis, at 5 years there does not appear to be significant clinical benefits when compared with patients undertaking a standard tendon rehabilitation programme alone.",1,1.333333333
196,This is in contrast to findings of continued benefits at long-term follow-up described in the literature for patients with Achilles dsyn treated with GTN.,0,3
197,The limited available evidence suggests folate may have a potential role as a supplement to other treatment for depression.,2,3
198,"It is currently unclear if this is the case both for people with normal folate levels, and for those with folate deficiency.",1,-0.333333333
199,"Long-term mortality follow-up showed that patients with dsyn benefited from beginning treatment with gemfibrozil early, especially if their dsyn entailed factors related to the metabolic syndrome.",2,1
200,"Those with histologic findings of severe gastric atrophy, corpus-predominant gastritis, or intestinal comd are at increased risk.",0,-1
201,"Persons with H. pylori dsyn and nonulcer dyspepsia, gastric ulcers, or gastric patf anab are also at risk, but those with duodenal patf are not.",1,-1
202,There is insufficient evidence to support the use of herbal medicines in HIV-infected individuals and AIDS patients.,1,1.333333333
203,Women wishing to use combined OC can be reassured that their decision is unlikely to place them at higher risk of developing cancer.,1,-1.033333333
204,"Use of the qHPV vaccine reduced the rates of anal intraepithelial neoplasia, including of grade 2 or 3, among men who have sex with men.",0,-4
205,Increasing levels of pharmacologic acid patf are associated with increased risks of nosocomial C difficile infection.,1,-2
206,This evidence of a dose-response effect provides further support for the potentially causal nature of iatrogenic acid patf in the development of nosocomial C difficile infection.,2,-3
207,Infected women can be reassured that the maximum possible risk of a congenital abnormality due to B19 is under 1% and that long term development will be normal.,2,0.333333333
208,"We speculate that cgab plays a significant role in early breast-feeding difficulties, and that frenotomy is an effective therapy for these difficulties.",2,0.2
209,"In children followed up to 3.5 years, PCV provided a moderate amount of protection against ear dsyn while reducing frequent dsyn media and tube procedures by greater amounts.",2,1
210,The combination of low-dose spironolactone with metformin seems superior to either drug alone in terms of clinical benefits and compliance in women with PCOS.,2,2
212,"Although plasma lipid levels were more strongly associated with an increased risk than were inflammatory markers, the level of C-reactive protein remained a significant contributor to the prediction of coronary heart disease.",2,0.125
213,Daily ingestion of 8 ounces of yogurt containing Lactobacillus acidophilus decreased both candidal colonization and infection.,2,-2
214,Heterogeneity in study design needs to be addressed in future research in order to test the efficacy of this intervention.,1,2
215,International cough guidelines recommend that a trial of ICS should only be considered in patients after thorough evaluation including chest X-ray and consideration of spirometry and other appropriate investigations.,1,1.666666667
216,Episodic high dose inhaled corticosteroids provide a partially effective strategy for the treatment of mild episodic viral wheeze of childhood.,2,0
217,There is no current evidence to favour maintenance low dose inhaled corticosteroids in the prevention and management of episodic mild viral induced wheeze.,1,-0.333333333
218,"Among patients who have recently had an acute coronary syndrome, an intensive lipid-lowering statin regimen provides greater protection against death or major cardiovascular events than does a standard regimen.",2,0.5
219,These findings indicate that such patients benefit from early and continued lowering of LDL cholesterol to levels substantially below current target levels.,2,1
252,Our results indicate that only a small proportion of children with severe alopecia areata will obtain a persistent benefit from topical immunotherapy.,2,-0.25
253,"In patients with Doppler evidence of diastolic dysfunction at rest and a hypertensive response to exercise, Ang II receptor blockade blunts the hypertensive response to exercise, increases exercise patf and improves quality of life.",2,0.666666667
254,Higher maternal caffeine intake during pregnancy was associated with a higher risk of delivering low birth weight infants.,0,0
255,There is insufficient evidence to support the effectiveness of melatonin in managing the cognitive and non-cognitive patf of dementia.,1,-0.25
256,"A systematic review and meta-analysis was performed of randomized, controlled, direct-comparison trials that included adults receiving atenolol, bisoprolol, metoprolol, nebivolol, or carvedilol to evaluate the effects of carvedilol compared to other BBs on mortality, cardiovascular events, and hospital readmissions in the setting of AMI or systolic HF.",1,0
257,"In 3 trials of patients with AMI (n = 644), carvedilol significantly reduced all-cause mortality by 45% (fixed-effects model: risk ratio 0.55, 95% confidence interval 0.32 to 0.94, p = 0.03, random-effects model: risk ratio 0.56, 95% confidence interval 0.26 to 1.12, p = 0.10), with no reduction in non-fatal MI (risk ratio 0.61, 95% confidence interval 0.31 to 1.22, p = 0.16).",2,0.571428571
258,"In conclusion, carvedilol, as compared against atenolol, bisoprolol, metoprolol and nebivolol in randomized direct comparison trials, significantly reduced all-cause mortality in systolic HF patients.",2,1
259,"Metformin treatment in persons at risk for dsyn improves weight, lipid profiles, and insulin resistance, and reduces new-onset dsyn by 40%.",2,0.5
260,"Methylprednisolone injections for CTS have significant benefits in relieving symptoms at 10 weeks and reducing the rate of surgery 1 year after treatment, but 3 out of 4 patients had surgery within 1 year.",2,1
261,PRIMARY FUNDING SOURCE: Region of Scania Research and Development Foundation and Hässleholm Hospital Organization.,1,0
262,Migraine in women of childbearing age significantly increases the risk of ischaemic but not haemorrhagic stroke.,0,0
263,"The coexistence of oral contraceptive use, high blood pressure, or smoking seems to exert a greater than multiplicative effect on the risk of ischaemic dsyn associated with migraine.",0,0
267,The ATLFF was not a useful tool to identify which cgab infants are at risk for breast-feeding problems.,0,-2
268,"Clonidine, SSRIs and SNRIs, gabapentin and relaxation therapy showed a mild to moderate effect on reducing hot flushes in women with a history of breast cancer.",2,0
271,We found that inpo to nonselective NSAIDs or opioids in the period 61-90 days after a humeral shaft inpo was associated with nonunion.,1,0
273,There was limited evidence from randomised controlled trials regarding the use of oestrogens for the prevention and management of pelvic organ prolapse.,1,0
274,The use of local oestrogen in conjunction with pelvic floor muscle training before surgery may reduce the incidence of post-operative dsyn within four weeks after surgery.,2,0
277,"However, additional studies are needed to demonstrate the efficacy of this intervention in practice settings.",1,2
278,"With careful preoperative evaluation and patient selection, resection of a symptomatic interdigital neop through a dorsal approach can result in a high percentage of successful results more than five years following the procedure.",2,2
279,The results suggest that opioid therapy has a positive effect on pain and mood but cgab effect on activity and sleep.,2,0.5
280,There is evidence of short-term efficacy (moderate for pain and small for function) of opioids to treat CLBP compared with placebo.,2,0
281,"OC users carrying an ascertained BRCA1/2 comd have a reduced risk of ovarian cancer, proportional to the duration of use.",2,-2
283,Early administration of oral steroid medication in patients with acute sciatica had no significant effect on most parameters studied.,1,-1.333333333
285,"The impact of oral steroids on other outcomes is suggested by this study, but its small sample size limited its statistical power.",1,0.333333333
286,"However, because of the small sample size and the short term of this study, further long-term studies are needed to determine the efficacy of p.o.",1,0
287,"During the procedure, Mogen circumcision is associated with less pain and discomfort, takes less time, and is preferred by trainees when compared with the PlastiBell.",2,0
288,"Methacholine responsiveness and peak flow variability assessed at age 11, together with markers of patf (IgE and skin test reactivity to allergens) identify three different wheezing phenotypes in childhood: ""transient early wheezing"" limited to the first three years of life and unrelated to increased airway lability; ""non-atopic wheezing"" of the toddler and early school years associated with positive peak flow variability but not with methacholine hyperresponsiveness; and ""IgE-associated wheeze/asthma"" associated with persistent wheezing at any age and with methacholine hyperresponsiveness, peak flow variability, and markers of atopy.",1,0.375
289,It is not known whether the favorable results of Pennsaid can be extrapolated to other topical NSAID preparations.,1,3
291,Two patients reported a partial and 9 patients a complete relieve of motor restlessness while receiving Pergolide.,2,0.2
294,"Based on the significant rate of side effects with opioids and the lack of convincing superiority over NSAIDs, opioids are not recommended as a treatment for chronic LBP.",0,-1.666666667
295,"Attention to virs of patients will likely help guide treatment, and will likely help increase the clinical impact of future research.",1,0.5
296,CLINICAL RECOMMENDATIONS: Recommendation 1: NSAIDs should be considered as a treatment of chronic LBP (Strength: Strong).,2,1.2
298,Recommendation 2: Opioids may be considered in the treatment of chronic LBP but should be avoided if possible (Strength: Weak).,0,1
299,"There is evidence demonstrating favorable effectiveness compared to placebo, similar effectiveness compared to NSAIDs, and with significant side effects including decreasing effectiveness related to mobd when used long-term.",2,1.5
302,"Based on the hypothesis that chronic LBP is a symptom reflective of a heterogeneous group of disorders, categorization of certain patient specific virs may be helpful in guiding future treatment decision making.",1,-0.6
303,It is likely that inclusion of virs factors in future RCTs will provide information needed to improve the strength and specificity of future clinical recommendations.,2,1.25
304,An unfavorable score predicting a high rate of patf and more failed trials of labor may help in counseling patients considering trial of labor.,2,-2.25
305,"Among MSM 26 years of age and older with and without history of anal condyloma, qHPV reduces the risk of anal dsyn development.",2,-3
306,"PMVA was associated with an increased risk of stroke, particularly among women without other medical dsyn associated with stroke.",0,-1
307,"Behavioral risk factors, specifically smoking and oral contraceptive use, markedly increased the risk of PMVA, as did recent onset of PMVA.",0,-1
309,Evidence for routine prescription of an ACE inhibitor in patients with diastolic HF (DHF) is inconsistent.,1,-1
310,The present prospective study included patients with normal or slightly patf ejection fraction (> or =50%) surviving a first hospitalization for HF.,1,0.5
311,We assessed the long-term prognosis of these patients according to prescription of an ACE inhibitor at discharge.,1,0
312,"ACE inhibitor therapy prescribed at discharge in 46% (n = 165) of the 358 included patients was associated with a 30% relative decrease in the risk of 5-year mortality (hazard ratio 0.70, 95% confidence interval 0.53 to 0.93, p = 0.013).",1,0
313,"On multivariable Cox analysis, the relation between ACE inhibitor prescription and mortality remained significant (hazard ratio 0.73, 95% confidence interval 0.54 to 0.99, p = 0.045).",1,0.666666667
314,"Using propensity score analysis, 120 patients receiving an ACE inhibitor were matched with 120 patients not receiving this medication.",1,0
315,"In the postmatch group, prescription of ACE inhibitor was associated with a significant decrease in the risk of 5-year mortality (hazard ratio 0.61, 95% confidence interval 0.43 to 0.87, p = 0.006).",2,0.25
316,Five-year relative survival (observed/expected survival) of the ACE inhibitor group was better than that of the no-ACE inhibitor group (65% vs 57%).,2,0
317,"In conclusion, we demonstrate that in this cohort of patients with DHF, prescription of ACE inhibitor was associated with a significant decrease in long-term mortality.",2,1
318,Elevated troponin levels identify patients with acute pulmonary patf at high risk of short-term death and adverse outcome events.,0,-1.55
320,"Early surgery achieved more rapid relief of sciatica than conservative care, but outcomes were similar by one year and these did not change during the second year.",2,1.4
321,"The risk of maternal B19 dsyn in pregnancy could not be predicted by a gravida's occupation, but it was significantly higher when the source of inpo was her own child.",0,0.333333333
323,"The short-term effects, if any, of most maternal medications on breast-fed infants are mild and pose cgab risk to the infants.",2,0
324,"We also found this expensive therapy to be much less effective than previously believed, particularly for achieving complete cure of all 10 toenails.",2,0.675
326,Early frenotomy did not result in an objective improvement in breastfeeding but was associated with improved self-efficacy.,2,1.666666667
327,"This randomized, controlled trial has clearly shown that cgab can affect feeding and that division is safe, successful and improved feeding for mother and baby significantly better than the intensive skilled support of a lactation consultant.",2,1.833333333
328,Red yeast rice and therapeutic lifestyle change decrease LDL cholesterol level without increasing CPK or pain levels and may be a treatment option for dsyn patients who cannot tolerate statin therapy.,2,-2
329,The GPs' counseling for physical activity using the PACE protocol influenced mediators and biometrical outcomes in an Italian primary care context.,1,2
330,Reduction of posterior pelvic pain by a non-elastic pelvic support was experienced by 82% of the women with posterior pelvic pain.,2,-1
331,"After heptavalent pneumococcal conjugate vaccine introduction, children were less likely to develop frequent dsyn media or have pressure-equalizing tube insertions.",2,1
332,The rate of spontaneous passage of ureteral stones does vary with stone size and location as determined by CT.,1,1
333,"Evidence is insufficient to show the effectiveness of relaxation techniques as treatment for menopausal vasomotor symptoms, or to determine whether this treatment is more effective than no treatment, placebo, acupuncture, superficial needle insertion or paced respiration.",1,-0.1
334,"Furthermore, in the majority of these patients, the elevated blood pressures can be controlled or significantly improved.",2,0.7
335,"These data are strikingly similar to those from our previous study of RH, in which a suboptimal medication regimen was the most common reason for resistance.",1,1
337,Infants with a significant cgab that is interfering with breast-feeding have shown an improvement with breast-feeding following frenotomy.,2,0.666666667
338,The risk of dsyn is high for susceptible pregnant women during epidemics and associated with the level of contact with children.,0,-2
339,"Nursery school teachers have the highest occupational risk, but most dsyn seem to be the result of inpo to the woman's own children.",1,-1
340,"H pylori infection, NSAID use, and advanced age are independent risk factors for subsequent patf formation.",0,-1
341,Follow up endoscopy is strongly indicated for an NUD patient with multiple risk factors for patf formation when symptoms recur.,2,-1.1
342,Atypical antipsychotic drugs may be associated with a small increased risk for death compared with placebo.,0,0
343,"This risk should be considered within the context of medical need for the drugs, efficacy evidence, medical comorbidity, and the efficacy and safety of alternatives.",1,1.25
344,"Compared with pravastatin, treatment with higher potency statins, especially atorvastatin and simvastatin, might be associated with an increased risk of new onset diabetes.",2,1.65
345,"In a pooled analysis of data from 5 statin trials, intensive-dose statin therapy was associated with an increased risk of new-onset dsyn compared with moderate-dose statin therapy.",0,-1
346,"In this trial of apparently healthy persons without dsyn but with elevated high-sensitivity C-reactive protein levels, rosuvastatin significantly reduced the incidence of major cardiovascular events.",2,2
347,The efficacy of SAMe in treating depressive dsyn and dsyn is superior with that of placebo and comparable to that of standard tricyclic antidepressants.,2,2
348,"Since SAMe is a naturally occurring compound with relatively few side-effects, it is a potentially important treatment for depression.",2,0.666666667
349,Further study of SAMe as independent and adjuvant therapy for major mobd in adults is indicated.,1,0
350,Curcumin has been demonstrated to be safe in six human trials and has demonstrated anti-inflammatory activity.,2,1
351,It may exert its anti-inflammatory activity by inhibition of a number of different molecules that play a role in inflammation.,1,0
352,"Although more head-to-head clinical trials are needed for a direct comparison of AE frequency, these preliminary data from separate reports suggest the possibility that AEs may be less likely with doxycycline than minocycline.",1,-0.5
353,"Counseling and pharmacotherapy can promote modest sustained weight loss, improving clinical outcomes.",2,0.2
354,Pharmacotherapy appears safe in the short term; long-term safety has not been as strongly established.,2,0.825
355,"In selected patients, surgery promotes large amounts of weight loss with rare but sometimes severe complications.",0,-0.6
356,There is evidence of a significant reduction in mortality from AAA in men aged 65 to 79 years who undergo ultrasound screening.,2,1
357,These findings need careful consideration in judging whether a co-ordinated population-based screening programme should be introduced.,1,1
358,"Several aspects of screening have been inadequately studied to determine optimal methods, including which instrument to use, the age at which to screen, and which interval is most useful.",1,0
359,"Trials of interventions demonstrate improvement in some outcome measures, but conclusions and generalizability are limited.",2,2
360,"Data are not available addressing other key issues including the effectiveness of screening in primary care settings, role of enhanced surveillance by primary care physicians before referral for diagnostic evaluation, non-speech and language and long-term benefits of interventions, and adverse effects of screening and interventions.",1,0.875
361,"The use of a sensitive assay for troponin I improves early diagnosis of acute myocardial patf and risk stratification, regardless of the time of chest-pain onset.",2,0.2
364,The results of our study showed that one application of silver nitrate can decrease the severity of pain in aphthous patf without significantly shortening or prolonging healing time.,2,-1.5
365,This study was designed to evaluate the effects of the antioxidant flavonoid silymarin in improving long-term and postprandial glycemic and weight control in type 2 diabetic patients treated with glibenclamide.,1,2
366,"Using a randomized, double-blind, placebo-controlled design, 59 type 2 diabetic patients, previously maintained on 10 mg/day glibenclamide and diet control, with poor glycemic control, were randomized into three groups: the first two groups were treated with either 200 mg/day silymarin or placebo as adjuncts to glibenclamide, and the third group was maintained on glibenclamide alone for 120 days.",1,-2
367,"Fasting and 4-hour postprandial plasma glucose, glycated hemoglobin (HbA(1c)), and body mass index (BMI) were evaluated at baseline and after 120 days.",1,0
369,"In conclusion, adjunct use of silymarin with glibenclamide improves the glycemic control targeted by glibenclamide, during both fasting and postprandially, an effect that may be related to increased insulin sensitivity in peripheral tissues.",2,2
370,Prediction of TOLAC success at the time of admission is highly dependent on the initial cervical examination.,1,0.9
371,Single-dose famciclovir reduced time to healing of dsyn labialis lesions by approximately 2 days compared with placebo.,2,0
372,"Simple smoking cessation advice combined with spirometric testing resulted in good 1 year cessation rates, especially in subjects with airway obstruction.",2,0.5
373,Half of the patients presented dsyn control after treatment lasting an average of approximately one year.,2,1
374,Low dose sodium valproate may be effective reducing a broad range of types of disturbed behaviours in mobd mobd patients.,2,0
377,The review shows that overall there is a positive effect of speech and language therapy interventions for children with expressive phonological and expressive vocabulary difficulties.,2,1
378,"The evidence for expressive syntax difficulties is more mixed, and there is a need for further research to investigate intervention for receptive language difficulties.",1,-0.333333333
379,"There is a large degree of heterogeneity in the results, and the sources of this need to be investigated.",1,0
380,We found no arguments in favour of confronting smokers with their lung function as a tool for enhancing smoking cessation.,1,0.5
381,The effects of multiple treatment options on the subjective and objective measures of hirsutism have displayed varying results.,1,0
382,The outcomes reported to date have shown a positive trend toward using spironolactone in women with PCOS and hirsutism.,2,3
384,There is a need for further research to be performed with large sample sizes and well-designed RCTs to assess clinical outcomes.,1,-1
385,"Studies are needed to clarify the risk of dsyn among users who may be susceptible on the basis of age, smoking, obesity, hypertension, or dsyn history.",1,-0.5
386,"The 1-year outcomes were similar for patients assigned to early surgery and those assigned to conservative treatment with eventual surgery if needed, but the rates of pain relief and of perceived recovery were faster for those assigned to early surgery.",2,0.2
387,"Survivors of neop who chronically consumed opioids experienced symptomatic dsyn with significantly higher levels of depression, fatigue, and sexual dysfunction.",0,-0.714285714
388,"With the increasing use of opioids among patients with cancer, further research in improving quality-of-life outcomes is warranted.",1,-0.5
